code_2010,name_2010,code_2015,name_2015,weight_2015,relation
9155,家庭用ゲーム機（携帯型）,9155,家庭用ゲーム機（携帯型）,1,1:1
9156,ゲームソフト,9156,ゲームソフト,4,1:1
9172,コンパクトディスク,9172,コンパクトディスク,4,1:1
9174,ビデオソフト,9174,ビデオソフト,4,1:1
9181,切り花（カーネーション）,9181,切り花（カーネーション）,8,1:1
9182,切り花（きく）,9182,切り花（きく）,15,1:1
9183,切り花（バラ）,9183,切り花（バラ）,8,1:1
,,9184,鉢植え,14,new
,,9185,ペットトイレ用品,12,new
9188,ペット美容院代,9188,ペット美容院代,8,1:1
9189,園芸用肥料,9189,園芸用肥料,8,1:1
9190,園芸用土,9190,園芸用土,6,1:1
9191,植木鉢,,,0,abolished
9193,ペットフード（ドッグフード）,9193,ペットフード（ドッグフード）,12,1:1
9195,乾電池,9195,電池,5,renamed
9196,ペットフード（キャットフード）,9196,ペットフード（キャットフード）,10,1:1
9198,記録型ディスク,9198,記録型ディスク,1,1:1
9199,メモリーカード,9199,メモリーカード,1,1:1
9200,新聞代,,,0,abolished
9204,新聞代（地方・ブロック紙）,9204,新聞代（地方・ブロック紙）,35,1:1
9205,新聞代（全国紙）,9205,新聞代（全国紙）,54,1:1
9226,月刊誌,9226,月刊誌,9,1:1
9230,週刊誌,9230,週刊誌,2,1:1
9251,辞書,9251,辞書,1,1:1
9261,単行本Ａ,9261,単行本Ａ,11,1:1
9263,単行本Ｂ,9263,単行本Ｂ,16,1:1
9300,宿泊料,9300,宿泊料,113,1:1
9305,外国パック旅行,9305,外国パック旅行費,42,renamed
9313,月謝（水泳）,9313,講習料（水泳）,37,renamed
9317,月謝（料理）,9317,講習料（料理）,2,renamed
9319,月謝（ダンス）,9319,講習料（ダンス）,13,renamed
9320,自動車教習料,9320,自動車教習料,12,1:1
9326,月謝（音楽）,9326,講習料（音楽）,20,renamed
9328,月謝（英会話）,9328,講習料（英会話）,12,renamed
9329,月謝（書道）,9329,講習料（書道）,9,renamed
9330,放送受信料（ＮＨＫ）,9330,放送受信料（ＮＨＫ）,42,1:1
9341,映画観覧料,9341,映画観覧料,12,1:1
9342,演劇観覧料,9342,演劇観覧料,12,1:1
9345,サッカー観覧料,9345,サッカー観覧料,1,1:1
9350,プロ野球観覧料,9350,プロ野球観覧料,4,1:1
9353,ゴルフ練習料金,9353,ゴルフ練習料金,7,1:1
9357,ゴルフプレー料金,9357,ゴルフプレー料金,32,1:1
9358,テニスコート使用料,,,0,abolished
9359,プール使用料,9359,プール使用料,5,1:1
9361,ボウリングゲーム代,9361,ボウリングゲーム代,5,1:1
9362,フィットネスクラブ使用料,9362,フィットネスクラブ使用料,17,1:1
9367,放送受信料（ＮＨＫ・ケーブル以外）,9367,放送受信料（ＮＨＫ・ケーブル以外）,6,1:1
9368,放送受信料（ケーブル）,9368,放送受信料（ケーブル）,33,1:1
9372,テーマパーク入場料,9372,テーマパーク入場料,20,1:1
9374,美術館入館料,9374,文化施設入場料,9,renamed
9379,競馬場入場料,,,0,abolished
9382,写真プリント代,9382,写真プリント代,11,1:1
9391,ビデオソフトレンタル料,9391,ビデオソフトレンタル料,4,1:1
9395,カラオケルーム使用料,9395,カラオケルーム使用料,4,1:1
9396,獣医代,9396,獣医代,19,1:1
9397,インターネット接続料,9397,インターネット接続料,79,1:1
9403,音楽ダウンロード料,9403,ウェブコンテンツ利用料,5,renamed
9504,入浴料,9504,入浴料,14,1:1
9505,エステティック料金,9505,エステティック料金,9,1:1
9511,理髪料,9511,理髪料,29,1:1
9521,パーマネント代,9521,パーマネント代,22,1:1
9531,ヘアーカット代,9531,カット代,30,renamed
9532,ヘアカラーリング代,9532,ヘアカラーリング代,13,1:1
9602,電気かみそり,9602,電気かみそり,5,1:1
9611,歯ブラシ,9611,歯ブラシ,5,1:1
9621,化粧石けん,9621,化粧石けん,3,1:1
9622,シャンプー,9622,シャンプー,10,1:1
9623,歯磨き,9623,歯磨き,8,1:1
9624,ヘアコンディショナー,9624,ヘアコンディショナー,7,1:1
9625,ヘアカラー,9625,ヘアカラーリング剤,8,renamed
9626,ボディーソープ,9626,ボディーソープ,8,1:1
9627,洗顔料,9627,洗顔料,5,1:1
9631,整髪料,9631,整髪料,6,1:1
9641,ヘアートニック,9641,養毛剤,5,renamed
9650,化粧クリームＡ,9650,化粧クリームＡ,19,1:1
9652,化粧クリームＢ,9652,化粧クリームＢ,8,1:1
,,9660,化粧水Ａ,15,new
9661,化粧水,9661,化粧水Ｂ,7,renamed
9670,ファンデーションＡ,9670,ファンデーションＡ,9,1:1
9672,ファンデーションＢ,9672,ファンデーションＢ,4,1:1
9680,口紅Ａ,9680,口紅Ａ,3,1:1
9682,口紅Ｂ,9682,口紅Ｂ,2,1:1
9690,乳液Ａ,9690,乳液Ａ,7,1:1
9692,乳液Ｂ,9692,乳液Ｂ,2,1:1
9701,男子洋傘,9701,傘,5,renamed
9711,通学用かばん,9711,通学用かばん,9,1:1
9721,ハンドバッグ,9721,バッグＡ,15,renamed
9722,ハンドバッグ（輸入品）,9722,バッグＢ,15,renamed
9731,旅行用かばん,9731,旅行用かばん,6,1:1
9741,指輪,9741,指輪,3,1:1
9751,腕時計,9751,腕時計,10,1:1
9761,ハンカチーフ,9761,ハンカチーフ,3,1:1
9798,たばこ（輸入品）,9798,たばこ（輸入品）,15,1:1
9799,たばこ（国産品）,9799,たばこ（国産品）,29,1:1
9901,印鑑証明手数料,9901,行政証明書手数料,1,renamed
9911,戸籍抄本手数料,,,0,abolished
9912,パスポート取得料,9912,パスポート取得料,1,1:1
9914,介護料,9914,介護料,16,1:1
9920,振込手数料,9920,振込手数料,1,1:1
9921,保育所保育料,9921,保育所保育料,53,1:1
9928,傷害保険料,9928,傷害保険料,127,1:1
,,9931,警備料,2,new
